Monthly_Income,Current_EMIs,Employment_Type,Credit_Score,Loan_Amount,Tenure_Years,Age,Bank_Interest_Rate,Processing_Fee_Percentage,Minimum_Tenure_Allowed,Maximum_Tenure_Allowed,Loan_Status
43535,8583,Salaried,739,4109136,6,47,14.62,2.34,1,14,0
158373,5341,Salaried,735,1099929,13,24,9.81,2.6,1,12,0
83556,236,Student,736,353312,7,42,9.12,1.98,3,29,0
135739,15103,Salaried,663,299561,1,46,16.78,0.79,2,11,0
54330,16152,Self-Employed,706,2974790,10,52,15.44,1.28,1,19,0
99453,13330,Self-Employed,733,3315548,6,44,11.52,1.69,1,30,1
120035,42142,Student,729,4441932,13,55,13.29,2.19,1,19,0
108423,2242,Self-Employed,723,4774139,6,57,9.79,1.3,1,16,0
44703,14193,Salaried,673,4974908,7,52,15.22,2.6,2,24,0
102756,22438,Student,685,240680,1,27,9.17,1.43,2,14,0
71493,19725,Salaried,631,2789057,11,53,15.69,0.61,1,17,0
32236,3100,Student,695,1360418,6,51,13.69,2.48,2,27,0
198358,24404,Salaried,604,617792,11,32,11.15,2.11,2,29,1
116603,21347,Self-Employed,759,398655,6,31,16.69,2.5,3,15,0
198393,50522,Salaried,742,1642017,5,44,17.87,1.37,3,20,1
76899,22787,Self-Employed,817,4412744,12,28,10.92,0.54,1,17,0
37564,10985,Self-Employed,717,3088952,8,52,16.16,0.68,3,13,0
140129,36030,Salaried,701,4894451,5,58,15.63,0.78,2,16,0
36843,11637,Salaried,710,4712001,14,42,15.6,2.51,1,11,0
53243,642,Student,642,832004,2,54,17.59,1.25,3,24,0
65220,10296,Salaried,689,956422,3,39,13.12,2.99,1,18,1
148636,48793,Self-Employed,651,3372795,3,40,14.9,2.4,1,30,0
33256,10635,Salaried,730,2731785,5,34,16.33,2.0,3,28,0
62640,21656,Salaried,642,1398779,14,53,13.06,2.96,2,28,0
138694,37098,Student,704,3750199,7,30,13.07,1.29,2,14,0
32116,11406,Salaried,758,3200240,9,36,11.53,0.91,3,28,0
46642,13239,Self-Employed,678,4247400,5,24,15.92,2.34,3,12,0
127231,8643,Salaried,788,3082178,6,47,15.02,1.2,3,21,1
182983,38462,Self-Employed,740,4206466,2,48,12.79,2.9,3,16,0
176525,42189,Salaried,720,3991592,11,36,12.48,2.97,1,14,0
142957,28262,Salaried,677,110990,7,53,9.19,2.82,2,21,0
88642,13901,Self-Employed,778,1337196,9,39,8.56,2.86,2,13,0
43141,5933,Salaried,823,404598,6,41,13.52,2.04,3,29,1
107417,27353,Student,623,665974,12,42,12.47,2.23,2,28,0
74596,8847,Self-Employed,693,751385,3,29,16.06,0.74,2,22,0
136867,52515,Self-Employed,745,2793402,6,29,13.66,2.41,2,24,0
99393,7406,Salaried,733,156534,5,29,17.4,1.01,3,19,0
23221,7581,Salaried,817,4897491,4,47,10.36,2.6,3,10,0
121296,32847,Salaried,735,661447,6,37,17.91,2.9,2,12,0
171699,38188,Self-Employed,797,798856,1,28,11.33,1.03,3,27,0
85591,9487,Salaried,662,3976872,1,36,14.6,0.7,2,25,0
124151,3217,Salaried,766,3413734,8,38,13.27,1.71,3,21,0
19984,1582,Salaried,715,888338,10,53,11.92,2.48,2,25,0
137894,2263,Salaried,572,3077238,14,21,9.82,2.43,3,20,1
35273,3419,Salaried,719,593289,4,32,9.78,2.24,2,20,0
191514,21535,Self-Employed,702,804410,10,26,15.26,2.55,3,23,0
75708,14408,Salaried,743,367539,2,25,12.09,0.94,3,26,0
40438,10401,Student,726,1090124,14,36,17.63,2.13,2,28,0
31235,9825,Self-Employed,721,2699600,3,38,11.59,2.01,1,20,0
18895,5764,Salaried,751,4502047,1,38,17.84,0.88,2,13,0
140543,20756,Salaried,710,4266931,10,21,10.45,1.54,2,19,0
177942,21056,Salaried,723,4776926,2,39,9.48,2.63,1,28,0
195866,51651,Student,703,2606771,11,28,11.47,2.93,3,13,0
189930,60239,Self-Employed,730,3227217,1,23,16.91,2.16,1,20,0
188451,70197,Salaried,603,3499795,7,45,13.46,2.8,2,16,0
138662,34531,Salaried,591,1314454,1,25,9.79,0.83,1,29,0
159514,61912,Self-Employed,662,4316037,4,39,10.42,2.94,3,18,0
86894,2501,Salaried,571,230250,13,38,11.46,0.58,2,11,0
46236,11749,Self-Employed,697,4368860,1,51,14.11,1.82,2,10,0
28400,6789,Salaried,640,4887642,1,53,11.66,1.23,3,17,0
143360,5176,Salaried,668,3563680,7,38,15.6,2.53,3,28,1
91173,13150,Self-Employed,636,3609029,12,59,14.35,1.04,2,25,0
164054,42640,Self-Employed,704,2115430,12,36,16.8,0.53,3,23,1
96024,3482,Self-Employed,651,4951968,12,36,13.26,1.54,1,13,0
152846,35579,Self-Employed,686,3901638,7,58,11.65,0.66,1,28,0
18735,2434,Salaried,599,277660,4,27,17.96,1.23,1,15,0
26612,6222,Self-Employed,796,4501700,7,34,11.88,2.11,1,24,0
18528,3832,Self-Employed,774,2144751,4,45,12.57,1.24,3,22,0
132070,475,Self-Employed,766,331354,10,52,16.19,1.11,1,28,0
104491,3264,Salaried,699,4202119,10,58,9.34,0.89,1,13,0
75339,16270,Self-Employed,670,2536756,7,42,12.17,0.84,2,11,1
81604,10895,Salaried,641,4521779,12,36,9.31,1.81,3,12,1
141730,16955,Student,695,1128518,6,49,9.82,2.2,3,23,0
175335,26149,Salaried,730,547193,9,36,8.54,1.63,3,13,1
144558,14834,Student,652,2836021,6,32,8.59,0.81,2,25,0
187185,36825,Salaried,716,1312572,4,37,12.11,2.12,2,20,1
19944,6340,Salaried,744,3628027,9,57,16.19,1.89,3,22,0
124518,38707,Salaried,727,935461,5,47,14.08,1.45,1,10,0
109940,4429,Self-Employed,735,4070960,10,45,14.53,1.33,2,22,1
89800,15972,Self-Employed,775,506503,10,33,13.43,0.96,2,24,0
140363,51803,Self-Employed,670,2780318,6,28,16.29,0.87,2,16,1
33993,7615,Student,674,3310196,4,25,16.86,1.35,3,14,0
135246,24853,Self-Employed,620,2013600,9,32,16.57,0.6,1,15,0
140619,49184,Salaried,683,1711248,6,23,16.22,1.59,2,18,1
74168,28468,Self-Employed,685,869866,5,55,10.24,2.0,2,15,0
198149,73514,Salaried,664,3112397,10,53,14.14,2.85,3,15,0
48059,7598,Salaried,737,4250815,4,42,14.03,2.06,1,11,0
104220,25682,Salaried,673,4880976,3,29,13.52,2.06,2,30,0
116946,31335,Salaried,714,3795106,4,38,13.07,1.44,3,15,0
60992,20311,Self-Employed,734,484010,2,49,9.35,0.83,3,19,0
34227,6249,Salaried,669,3842591,3,59,9.47,1.62,2,14,0
51644,11948,Salaried,733,700372,10,47,17.07,2.0,3,29,1
172777,48312,Salaried,698,1982867,3,56,14.49,2.31,3,21,1
168882,10225,Salaried,696,845331,8,37,10.99,2.57,2,15,1
186466,32736,Salaried,743,2013172,11,54,11.15,1.14,3,15,0
26438,7103,Salaried,699,2781405,6,23,14.3,1.1,1,17,0
186571,66406,Self-Employed,633,2680008,13,25,12.37,1.91,1,26,0
155085,28673,Salaried,696,1423638,8,34,12.69,1.92,2,27,0
192506,69289,Self-Employed,719,4436852,6,23,9.08,1.04,1,20,0
197630,15713,Salaried,680,4856465,13,43,9.82,1.97,1,10,0
71619,25841,Salaried,740,1224939,3,59,12.24,1.36,2,16,0
24313,9007,Salaried,689,3948669,10,50,15.15,2.1,3,17,0
29966,8926,Self-Employed,650,3771074,14,43,8.96,1.23,1,12,0
100282,12353,Salaried,727,622352,13,47,11.68,1.98,3,28,1
163302,51961,Self-Employed,752,1994457,3,30,15.1,2.42,2,25,0
186313,4982,Self-Employed,646,2473767,7,45,16.02,2.95,1,17,1
42186,1971,Salaried,686,430428,10,33,10.31,2.78,2,15,0
27084,4494,Salaried,747,4732798,11,36,15.45,1.76,3,11,0
106900,1338,Self-Employed,720,1948483,14,54,17.58,1.72,2,21,0
64390,23851,Salaried,683,4150086,10,57,17.11,1.59,1,30,0
96645,20162,Salaried,634,1440757,6,42,16.0,0.57,2,15,0
91246,11325,Salaried,683,182196,1,37,15.27,0.91,2,23,0
143317,24029,Salaried,700,918316,8,43,10.73,0.65,2,16,1
155919,37640,Student,672,2322200,12,56,14.52,2.24,3,18,0
197319,14946,Salaried,705,2673425,6,29,14.61,1.53,3,16,0
37847,13235,Salaried,696,713525,2,22,12.36,0.66,3,24,0
110847,42670,Salaried,641,4997801,11,52,13.18,2.23,3,21,0
48451,22,Salaried,790,2366175,10,42,15.09,2.11,1,26,0
100415,12749,Self-Employed,731,2871474,10,33,17.54,2.3,3,24,0
131556,24878,Salaried,720,3902786,8,28,11.31,2.0,3,24,0
167291,66442,Student,534,1862850,8,21,10.84,0.9,1,30,0
116969,38422,Student,757,2672176,10,37,14.22,0.65,3,23,0
120160,36726,Salaried,664,2198591,9,32,9.74,2.54,2,20,0
145839,52235,Salaried,729,870122,3,24,14.03,1.04,3,20,1
171476,26211,Salaried,714,1760761,14,33,9.34,1.86,1,29,1
102563,29394,Salaried,666,1046257,13,51,13.16,1.71,2,22,0
139572,22588,Self-Employed,740,651085,1,27,14.39,2.8,1,22,0
108054,18599,Self-Employed,751,853498,4,43,9.17,1.88,2,17,1
118919,3967,Salaried,669,4845336,1,44,10.47,1.95,2,16,0
52056,8691,Self-Employed,665,2423788,11,25,11.69,1.3,2,29,0
188018,71193,Student,643,1889481,6,25,12.0,2.9,1,22,0
51638,11958,Salaried,654,3737063,6,37,14.92,2.03,2,20,0
66071,23303,Salaried,730,2486066,8,50,13.53,0.51,2,28,0
167551,22900,Salaried,635,3185297,8,29,12.13,1.89,2,15,0
122960,38528,Self-Employed,687,3068001,14,26,12.78,1.41,2,17,0
133192,20592,Self-Employed,724,3834862,10,45,8.62,0.58,2,28,0
86417,13326,Self-Employed,755,2715526,14,39,15.82,1.58,3,14,0
59187,9081,Salaried,690,4017100,4,36,8.89,2.43,1,19,0
27568,10679,Salaried,789,4214647,7,41,16.38,1.76,2,10,0
170510,68017,Salaried,671,1754350,10,22,13.64,2.1,2,21,0
183503,32628,Self-Employed,584,74836,3,30,13.51,2.1,2,16,1
178464,55636,Salaried,668,4773822,2,36,15.19,2.18,2,17,0
87974,9066,Student,677,1719931,5,57,16.67,1.47,2,27,0
118809,39323,Self-Employed,716,4603192,6,35,17.46,1.43,3,16,0
111159,3765,Salaried,728,4175148,8,33,13.66,0.51,3,23,1
78469,3807,Salaried,702,4199249,11,33,9.93,0.89,2,29,0
106984,30228,Salaried,678,1406805,14,52,16.85,2.88,2,27,0
74193,26296,Self-Employed,557,1275758,9,28,8.89,2.61,2,30,0
140092,8491,Salaried,726,815758,10,38,16.17,1.19,1,13,1
33740,4171,Student,697,1592890,7,56,14.96,1.5,1,19,0
178825,26140,Salaried,723,4107356,1,46,17.09,2.85,3,20,0
74223,3176,Self-Employed,660,135642,13,30,17.03,1.13,3,20,0
92942,11290,Self-Employed,682,3684847,14,51,9.0,1.83,1,29,0
138641,41142,Self-Employed,660,4990508,8,53,14.29,0.56,2,28,0
195032,46104,Self-Employed,662,4501396,9,49,9.68,2.05,3,10,0
56833,9278,Salaried,699,1221710,11,25,9.25,2.83,2,11,0
81058,30709,Salaried,775,673509,14,33,12.76,2.71,2,18,0
138146,45806,Salaried,760,4780626,8,21,9.43,1.75,3,26,0
71004,3428,Self-Employed,710,960149,5,43,15.42,2.12,1,14,1
131209,36564,Self-Employed,645,2400972,4,23,17.7,1.92,1,11,0
57920,16630,Salaried,656,1607046,1,23,13.91,0.67,1,13,0
35655,468,Salaried,645,3140712,6,27,10.73,0.9,2,16,0
187462,27818,Self-Employed,734,2667313,9,56,16.51,2.91,2,30,0
83843,2969,Salaried,622,2116882,2,55,16.6,1.14,2,26,0
121944,19613,Salaried,727,4036830,11,35,15.46,1.46,1,12,1
63581,11099,Salaried,680,3730879,10,23,14.34,1.77,2,18,0
60697,17336,Salaried,750,3367448,7,49,16.74,2.95,3,10,0
166039,13979,Salaried,644,3483845,1,50,10.05,2.22,2,29,0
150351,32653,Salaried,677,3424678,5,59,17.35,2.07,3,30,0
189457,59568,Salaried,671,980866,5,38,17.5,1.81,1,25,1
50564,7428,Salaried,633,4248766,11,31,16.78,2.25,2,12,0
146904,29779,Self-Employed,727,127815,2,58,10.88,2.16,2,28,1
88902,26765,Salaried,729,4639757,6,21,16.65,2.76,1,25,0
58788,15204,Salaried,697,2601502,5,49,13.23,1.85,2,10,1
114700,3582,Self-Employed,727,2031109,2,30,14.15,1.55,3,21,0
20586,430,Salaried,668,680206,11,48,16.49,2.52,1,29,0
161519,58185,Salaried,627,2335792,2,51,8.78,2.5,3,15,0
33589,12996,Salaried,707,3509415,3,39,11.95,0.92,1,12,0
194949,19657,Salaried,728,310022,12,23,16.25,1.09,3,16,0
129186,36427,Self-Employed,703,3976610,2,56,16.23,2.9,3,12,0
89789,15564,Salaried,723,1013713,6,35,16.56,1.61,3,22,0
68796,16600,Salaried,644,390439,2,53,10.11,1.8,2,25,1
95454,4192,Self-Employed,634,2117182,5,46,15.21,1.28,2,23,0
134472,29284,Self-Employed,598,360540,5,36,9.89,1.7,2,18,1
154740,42386,Self-Employed,719,2031620,9,56,15.96,2.36,2,17,0
114373,861,Salaried,750,354965,13,53,10.83,1.71,2,24,0
30521,9441,Self-Employed,730,2613325,11,40,15.51,1.29,3,28,0
70937,12754,Salaried,677,4023182,2,33,12.82,0.74,2,22,0
41472,13527,Self-Employed,631,605301,8,53,17.87,2.82,3,23,0
54624,11705,Student,697,4478773,6,25,14.01,2.68,1,20,0
25868,3947,Salaried,709,751456,7,57,14.51,2.48,3,27,0
135808,21906,Salaried,744,4024657,11,34,12.0,2.24,2,12,1
110470,16752,Self-Employed,673,4311331,3,47,15.48,1.79,1,13,0
181602,44347,Salaried,693,1232151,7,43,13.2,2.74,2,12,0
102054,18266,Self-Employed,692,2587895,9,34,8.67,2.48,1,22,1
171789,14263,Salaried,667,2162830,3,24,14.28,2.54,3,25,1
81184,25317,Salaried,670,2444663,12,59,16.39,1.27,1,22,0
128565,34824,Salaried,663,2124495,1,39,10.75,1.56,2,19,0
66047,24779,Salaried,724,2107240,7,24,10.6,2.27,1,27,0
149096,44575,Self-Employed,693,149256,8,50,14.28,1.43,3,17,0
117426,20563,Self-Employed,702,3062225,10,39,16.27,1.73,1,16,1
59279,18443,Salaried,804,2787255,11,51,10.87,2.12,3,26,0
90623,17908,Salaried,694,215006,13,51,17.36,1.59,1,15,0
45405,11928,Salaried,752,4420542,1,29,17.31,2.48,3,24,0
67647,8042,Student,662,1223525,4,33,10.41,0.79,3,18,0
73865,325,Salaried,713,1383090,11,34,11.01,2.3,3,19,0
101609,18611,Self-Employed,698,90857,14,30,15.16,0.86,3,17,0
91611,36152,Salaried,608,2357497,5,51,17.54,2.84,2,16,0
65855,24913,Student,677,652342,6,57,15.24,1.29,3,14,0
18298,727,Salaried,628,3263097,6,43,12.73,2.49,2,27,0
92129,13495,Self-Employed,675,211439,8,47,10.11,1.8,3,25,1
156308,48239,Salaried,708,2296074,14,26,12.88,0.73,1,24,0
151726,27989,Salaried,738,4195761,10,46,14.26,1.96,1,19,0
103600,25125,Salaried,724,2264029,1,22,11.64,2.78,2,30,0
130042,19248,Self-Employed,729,2739199,3,33,13.35,0.89,1,10,0
100638,10060,Salaried,714,3442614,6,39,9.74,1.3,3,15,0
127482,48353,Self-Employed,686,1002986,2,21,12.8,1.6,1,24,0
165327,2926,Self-Employed,728,4635996,6,52,9.36,1.19,2,11,1
197954,27485,Salaried,741,2497092,5,42,8.97,2.86,1,21,1
117158,6346,Self-Employed,610,4821708,2,49,16.64,1.44,2,10,0
192851,44239,Salaried,646,1130001,9,22,10.45,2.15,3,24,1
63053,4692,Student,639,1099330,11,58,13.96,1.06,3,22,0
182641,60794,Self-Employed,797,3388318,1,31,9.92,1.05,1,10,0
77345,24851,Student,614,3025262,12,37,10.99,0.94,1,10,0
54464,11779,Student,717,148477,6,28,11.93,1.59,1,13,0
153111,51800,Self-Employed,708,1857953,11,42,9.86,1.83,3,30,0
172991,65206,Self-Employed,725,4632922,2,24,8.94,0.53,1,23,0
87836,5287,Student,620,2693270,11,31,16.83,2.58,3,30,0
82303,9580,Salaried,680,2346492,7,28,8.61,1.78,2,26,0
46967,6303,Salaried,682,4156655,14,29,9.08,0.89,1,22,0
171052,64681,Self-Employed,687,440374,4,46,16.15,0.67,1,21,0
24217,1532,Self-Employed,740,205894,5,22,11.18,0.66,2,15,1
49884,16012,Salaried,726,2694252,2,36,15.37,1.14,2,28,0
30921,297,Salaried,709,179604,14,51,9.89,1.75,2,29,0
133372,27783,Salaried,651,3343266,3,26,10.75,2.65,2,25,0
63113,11915,Salaried,679,269928,3,41,13.94,2.76,3,30,0
85956,15500,Salaried,729,2918220,2,46,17.89,2.58,1,25,0
19882,2261,Student,617,1960283,11,39,9.2,1.32,3,21,0
162642,52628,Salaried,725,1768776,14,48,12.31,1.27,3,29,0
175166,50765,Salaried,659,3521770,2,28,8.91,2.97,2,29,0
132379,48211,Student,639,1438284,8,34,10.39,2.2,1,22,0
80047,55,Salaried,714,4417227,11,44,17.12,1.26,3,10,0
184098,39415,Salaried,713,2683739,1,57,9.42,1.32,3,27,0
133525,1119,Salaried,663,3547706,14,46,16.64,1.59,2,11,0
176190,57110,Salaried,654,4230975,6,51,10.19,2.05,1,11,0
143920,33797,Salaried,696,404563,12,52,16.69,2.74,1,10,0
112338,22264,Salaried,745,3974089,10,22,13.61,1.0,1,19,0
30030,7113,Self-Employed,750,3152504,4,45,16.84,0.71,3,10,0
184126,65132,Salaried,708,4395527,12,22,9.94,1.51,2,23,1
77137,6425,Salaried,767,583628,5,21,15.74,1.11,1,17,0
70101,3119,Salaried,687,2286014,14,56,14.97,1.94,3,10,0
124239,45939,Salaried,779,2873587,10,32,13.66,2.25,3,23,0
131736,5186,Self-Employed,664,2270194,11,29,16.2,1.28,1,19,0
31976,7082,Salaried,617,1561547,7,56,14.66,2.21,2,28,0
73252,2959,Salaried,607,4833163,7,48,16.83,1.36,2,17,0
169273,51126,Salaried,686,745214,11,58,12.12,2.09,1,11,0
58375,9953,Salaried,718,2953382,2,53,14.1,2.08,3,13,0
170194,29131,Self-Employed,651,3925736,2,42,16.77,1.2,2,21,0
96823,30540,Salaried,706,3527959,7,45,10.54,2.09,3,18,0
85043,3542,Self-Employed,657,4859146,1,38,13.11,1.45,3,10,0
163371,47711,Self-Employed,762,2309685,4,26,17.63,1.34,2,17,0
126850,15179,Salaried,726,476127,2,38,13.0,1.22,3,26,0
68831,3296,Salaried,723,3267812,14,36,10.9,1.36,3,25,1
147624,4336,Student,771,1555822,8,35,11.84,2.47,1,24,0
20878,6191,Salaried,721,3320275,8,28,16.91,1.11,2,18,0
34743,8533,Salaried,752,2443788,9,33,17.57,2.2,3,17,0
91116,31246,Student,708,712645,6,27,17.53,2.75,2,29,0
167057,21447,Self-Employed,696,4230491,12,37,15.14,1.38,2,23,0
57021,18201,Salaried,669,2263107,8,52,13.34,0.57,3,21,0
160658,29303,Student,646,130224,7,42,10.24,0.56,2,24,1
102418,26370,Salaried,707,3050139,4,33,9.67,0.85,1,13,0
147630,25799,Salaried,718,2327642,3,43,9.07,0.78,1,13,0
62553,18988,Salaried,664,3239831,5,49,8.67,2.37,3,11,0
105946,8920,Self-Employed,699,4803984,5,42,16.84,1.24,2,13,0
109599,30055,Salaried,688,790371,13,21,16.19,2.13,3,29,0
95074,36510,Salaried,743,4379244,10,49,13.89,0.61,2,27,0
127928,16684,Salaried,676,1634820,2,25,17.99,1.24,3,24,0
136144,37211,Salaried,662,4735611,14,55,17.55,1.09,3,17,0
39574,5217,Salaried,674,1777830,3,30,14.72,1.19,2,19,0
199669,11782,Salaried,672,263601,13,39,12.91,0.98,1,11,0
26423,5531,Self-Employed,762,4660049,12,57,9.95,2.04,3,18,0
174458,26393,Self-Employed,669,2820786,4,27,13.4,2.16,1,25,1
57394,7943,Student,635,1960957,6,55,10.0,0.87,2,21,0
131317,14242,Salaried,719,88533,2,33,12.29,2.35,3,14,0
19412,2451,Salaried,624,3799431,10,30,17.46,1.13,2,16,0
55681,11201,Self-Employed,679,1509052,10,22,11.75,1.21,1,24,0
193436,33000,Self-Employed,798,4676193,10,26,9.95,2.57,2,22,1
185880,59252,Self-Employed,747,2374368,14,28,14.03,2.75,3,17,1
145349,3877,Salaried,696,1120959,9,56,14.22,2.56,1,28,0
129175,1828,Student,678,4188836,12,45,10.34,0.87,3,28,0
155877,37238,Student,719,215940,9,27,10.37,3.0,1,14,0
55954,5024,Salaried,744,2697918,11,43,17.9,2.18,2,30,0
68520,21144,Salaried,700,3852332,5,39,10.81,1.78,2,27,0
128568,38390,Salaried,681,1068940,11,42,16.46,2.89,3,30,0
94207,17728,Self-Employed,726,2206961,1,33,12.97,2.54,3,26,0
151341,60477,Salaried,730,1410448,6,41,12.63,2.23,3,16,1
188324,54191,Salaried,616,1070183,4,21,11.3,2.6,1,23,1
24324,4194,Salaried,718,1981368,10,39,15.85,1.46,1,24,0
32934,8825,Self-Employed,734,580888,9,53,16.87,2.21,3,26,0
162039,29467,Self-Employed,721,2375320,11,24,10.98,0.98,1,12,0
174192,44108,Salaried,687,2114628,8,23,9.4,2.97,1,22,0
170783,63187,Salaried,689,211851,7,47,9.8,1.97,2,20,0
40460,14973,Salaried,753,4848508,4,55,16.03,2.54,2,12,0
65372,25281,Self-Employed,714,251301,8,48,12.64,1.52,2,15,1
158367,34676,Self-Employed,812,4343034,10,26,9.75,2.4,3,15,1
194087,71417,Salaried,731,4410907,5,26,11.73,1.47,2,30,1
80681,19514,Self-Employed,682,3801402,1,43,13.39,1.98,2,15,0
144434,34225,Self-Employed,693,3906452,8,53,16.59,2.45,1,15,0
195033,47813,Salaried,602,254707,2,36,14.6,0.79,2,15,1
100925,25,Salaried,602,4973351,1,44,10.17,1.39,1,23,0
130284,51171,Student,750,793257,3,25,10.01,1.86,2,20,1
62523,1923,Self-Employed,699,1352209,13,33,12.42,1.33,3,25,0
95209,5117,Student,675,4980397,3,32,9.21,1.27,3,28,0
52528,407,Salaried,764,467658,5,25,15.68,1.2,2,16,1
69892,15869,Self-Employed,657,2616536,4,57,12.31,1.07,2,15,0
145764,1261,Salaried,563,2840521,11,51,11.76,2.62,2,20,0
80830,14258,Self-Employed,639,3627258,13,48,13.34,2.81,3,13,0
90240,11994,Salaried,744,2110460,3,48,15.24,2.25,1,10,1
49280,1820,Self-Employed,642,698480,6,50,13.91,0.57,1,18,1
133880,45769,Salaried,774,4176085,2,38,16.12,2.47,2,22,0
101868,22288,Self-Employed,715,720768,3,47,14.48,1.83,3,17,1
171243,6831,Salaried,699,2885662,12,55,15.99,2.4,1,11,0
153766,26525,Self-Employed,678,4753783,12,46,15.12,1.59,2,25,0
70041,22248,Salaried,614,853428,1,59,10.33,0.6,3,28,0
143511,14720,Salaried,658,3810345,14,38,9.0,2.2,3,17,1
28882,5696,Student,710,707440,2,53,17.08,1.61,1,21,0
27151,8460,Self-Employed,637,1022279,14,45,17.48,2.69,3,20,0
157375,15009,Student,665,1174063,14,51,15.41,2.35,2,18,0
51444,3968,Self-Employed,704,2343201,1,57,15.38,1.4,2,19,0
172738,50159,Student,681,402404,7,22,11.07,2.31,1,10,0
156185,27390,Self-Employed,724,2447543,10,53,13.65,1.74,3,28,0
119420,4888,Salaried,693,945214,7,59,17.93,1.0,1,26,0
153938,44578,Student,729,488579,11,52,16.63,1.55,1,13,0
57086,4375,Salaried,708,149508,3,38,11.39,1.06,3,21,0
76074,14369,Salaried,740,886049,1,37,11.36,0.51,1,29,0
40908,7375,Self-Employed,650,2518213,11,54,13.09,1.12,3,17,0
157559,43545,Salaried,752,1614719,13,59,12.34,1.02,2,25,0
198231,1613,Salaried,648,3405511,11,27,12.03,0.51,1,10,0
90327,7576,Salaried,744,695324,11,55,14.46,2.46,3,18,0
20612,904,Self-Employed,674,319695,11,50,8.61,0.69,3,20,0
72403,24544,Salaried,773,1380475,9,32,15.75,1.62,3,21,1
190001,67543,Salaried,683,53806,3,55,15.53,1.54,1,18,0
70655,21914,Student,703,3480959,3,31,16.39,0.95,2,15,0
110754,35208,Student,671,4173109,7,24,16.49,2.92,1,18,0
113619,31286,Self-Employed,764,1363192,9,45,13.88,2.01,2,15,0
24156,2186,Student,710,2317300,4,52,15.91,2.53,1,15,0
65482,12102,Salaried,676,1518746,8,40,13.18,1.74,1,29,0
149441,20065,Student,601,174639,12,51,17.54,2.31,1,12,0
90889,31528,Salaried,710,4396402,8,24,10.31,2.92,2,12,0
56577,19213,Self-Employed,687,823949,7,58,17.2,1.37,3,25,0
85141,6247,Salaried,698,1664592,13,21,10.96,1.76,1,11,0
147184,55945,Self-Employed,660,4780927,1,23,9.48,1.79,1,13,0
94347,25658,Self-Employed,699,935630,5,57,12.67,2.98,2,18,0
46181,6162,Self-Employed,665,4312306,6,42,14.34,1.08,1,16,0
190233,37600,Salaried,699,353776,7,37,10.69,2.19,3,12,1
55553,15334,Salaried,728,2699976,9,34,13.78,0.85,3,22,0
73928,24601,Salaried,729,2383978,9,55,16.17,2.82,2,23,0
66172,8402,Self-Employed,595,4486191,11,33,10.94,1.98,2,18,0
196309,56402,Self-Employed,730,1465262,6,55,14.01,2.65,3,10,0
126261,48095,Self-Employed,711,1524511,14,22,11.72,2.74,3,21,0
139275,3973,Salaried,665,2680697,3,33,13.53,1.89,3,10,0
150503,45021,Self-Employed,701,4727652,3,36,14.84,2.21,2,18,0
47900,8867,Self-Employed,630,3412176,4,38,11.83,2.25,3,16,0
101167,31020,Salaried,712,3232038,1,27,17.95,1.65,3,12,0
181966,36193,Salaried,732,3752700,9,56,13.86,1.59,3,13,0
105288,12416,Salaried,804,3576751,1,50,16.33,0.97,1,16,0
30998,9993,Self-Employed,728,4249211,1,27,15.39,1.46,2,24,0
130263,37685,Salaried,842,4887329,11,35,16.6,2.98,2,10,0
107657,6470,Salaried,775,1712159,8,39,10.15,1.17,2,15,1
151314,41691,Self-Employed,666,1288227,13,57,10.61,2.41,2,14,0
186331,3538,Salaried,643,1113609,6,22,13.13,0.65,1,20,0
159057,23399,Salaried,769,3766170,1,33,16.6,1.67,1,26,0
42532,6236,Salaried,667,665529,6,51,10.38,0.65,1,12,0
54862,14649,Self-Employed,807,4799849,14,36,17.73,1.69,1,21,0
26243,128,Salaried,721,4354859,1,26,9.71,0.57,1,29,0
101852,31553,Salaried,659,4943795,7,48,10.16,2.03,2,19,1
150922,56902,Self-Employed,723,4429053,1,52,10.09,1.97,2,16,0
66997,24558,Salaried,666,3052952,7,30,14.07,2.49,2,24,0
182335,26408,Salaried,717,4793735,7,38,17.22,1.96,1,30,0
59730,11871,Salaried,738,586525,3,24,10.92,2.81,3,27,1
37222,4856,Salaried,608,241988,2,29,13.75,2.46,2,28,0
122507,37947,Salaried,734,239385,2,27,10.17,0.83,2,10,1
63606,24741,Salaried,716,3114508,9,28,14.5,1.16,3,22,1
121287,3269,Salaried,776,4726529,12,27,9.67,0.57,1,13,0
77941,28885,Salaried,726,2050343,3,23,13.17,1.47,3,27,0
131887,37337,Salaried,741,3276214,3,37,14.72,1.77,3,21,1
190816,44745,Salaried,663,4100375,7,22,14.0,2.86,2,13,0
31537,4277,Student,709,934431,4,35,9.83,1.81,2,13,0
23900,6002,Salaried,657,3510181,11,49,10.03,2.45,1,14,0
39531,10557,Salaried,709,478925,9,42,14.88,1.17,3,28,0
91039,27440,Self-Employed,626,3477261,8,24,16.18,0.88,1,18,0
